Age Group,Date,Cases,Cases_sum,IFR
0-20,2020-08-15,19217.1,224390.1,8.564147884
21-40,2020-08-15,77331.2,224390.1,34.46283949
41-60,2020-08-15,68461.9,224390.1,30.51021413
61-80,2020-08-15,37492.7,224390.1,16.70871398
80+,2020-08-15,21887.2,224390.1,9.754084516
0-20,2020-08-16,19331.4,224882,8.596241584
21-40,2020-08-16,77536.1,224882,34.47857098
41-60,2020-08-16,68599.7,224882,30.5047536
61-80,2020-08-16,37516.6,224882,16.68279364
80+,2020-08-16,21898.2,224882,9.737640185
0-20,2020-08-17,19682,226429,8.692349478
21-40,2020-08-17,78286.8,226429,34.57454655
41-60,2020-08-17,68950.3,226429,30.45117896
61-80,2020-08-17,37596.4,226429,16.6040569
80+,2020-08-17,21913.5,226429,9.677868118
0-20,2020-08-18,20012.2,227953.1,8.779086575
21-40,2020-08-18,79043.1,227953.1,34.67515906
41-60,2020-08-18,69285.2,227953.1,30.39449782
61-80,2020-08-18,37684.8,227953.1,16.53182168
80+,2020-08-18,21927.8,227953.1,9.619434875
0-20,2020-08-19,20373.6,229692.9,8.869930242
21-40,2020-08-19,79932.3,229692.9,34.799639
41-60,2020-08-19,69661.9,229692.9,30.32827745
61-80,2020-08-19,37779.2,229692.9,16.44770039
80+,2020-08-19,21945.9,229692.9,9.554452924
0-20,2020-08-20,20686.3,231306.1,8.943257441
21-40,2020-08-20,80775,231306.1,34.92125802
41-60,2020-08-20,70004.9,231306.1,30.26504705
61-80,2020-08-20,37874.6,231306.1,16.3742331
80+,2020-08-20,21965.3,231306.1,9.49620438
0-20,2020-08-21,21047.1,232963,9.034524796
21-40,2020-08-21,81556.2,232963,35.00822019
41-60,2020-08-21,70414,232963,30.2254006
61-80,2020-08-21,37956.8,232963,16.29305941
80+,2020-08-21,21988.9,232963,9.438795002
0-20,2020-08-22,21224.4,233859.9,9.075690189
21-40,2020-08-22,82013.2,233859.9,35.06937273
41-60,2020-08-22,70610.9,233859.9,30.19367579
61-80,2020-08-22,38009.7,233859.9,16.25319262
80+,2020-08-22,22001.7,233859.9,9.408068677
0-20,2020-08-23,21347.6,234419,9.106599721
21-40,2020-08-23,82285.9,234419,35.10206084
41-60,2020-08-23,70739.8,234419,30.1766495
61-80,2020-08-23,38038.9,234419,16.22688434
80+,2020-08-23,22006.8,234419,9.387805596
0-20,2020-08-24,21644.1,235828,9.177917805
21-40,2020-08-24,82985.2,235828,35.18886646
41-60,2020-08-24,71057.4,235828,30.1310277
61-80,2020-08-24,38117.3,235828,16.16317825
80+,2020-08-24,22024,235828,9.339009787
0-20,2020-08-25,21938.4,237279.9,9.245789466
21-40,2020-08-25,83689.9,237279.9,35.27053914
41-60,2020-08-25,71376.8,237279.9,30.08126689
61-80,2020-08-25,38231.6,237279.9,16.11244779
80+,2020-08-25,22043.2,237279.9,9.289956714
0-20,2020-08-26,22267.8,238835.8,9.323476631
21-40,2020-08-26,84459,238835.8,35.362789
41-60,2020-08-26,71725.4,238835.8,30.03125997
61-80,2020-08-26,38321.2,238835.8,16.04499828
80+,2020-08-26,22062.4,238835.8,9.237476124
0-20,2020-08-27,22531.7,240251,9.37840009
21-40,2020-08-27,85169.7,240251,35.45029989
41-60,2020-08-27,72056.5,240251,29.99217485
61-80,2020-08-27,38420.1,240251,15.9916504
80+,2020-08-27,22073,240251,9.187474766
0-20,2020-08-28,22672.1,240922.2,9.410548301
21-40,2020-08-28,85545.3,240922.2,35.50743767
41-60,2020-08-28,72208,240922.2,29.97150117
61-80,2020-08-28,38467.3,240922.2,15.96668966
80+,2020-08-28,22029.5,240922.2,9.143823193
