Country,Date,Gender,Age_Group,Cases,Deaths,CFR,Dates
Spain,23/04/2020,b,100,565,176.4,31.22123894,
Spain,24/03/2020,b,0,291.7,0,0,
Spain,24/03/2020,b,10,500.7,3.7,0.738965448,
Spain,24/03/2020,b,20,3095.3,15,0.484605693,
Spain,24/03/2020,b,30,5465.8,18.7,0.34212741,
Spain,24/03/2020,b,40,7364,37.4,0.507876154,
Spain,24/03/2020,b,50,8049.6,82.3,1.022411051,
Spain,24/03/2020,b,60,7407.5,295.5,3.989200135,
Spain,24/03/2020,b,70,7738.4,714.5,9.233174816,
Spain,24/03/2020,b,80,5955.6,1601,26.88226207,
Spain,24/03/2020,b,90,1687,644.2,38.18612922,
Spain,24/03/2020,b,100,54.4,21.7,39.88970588,
Spain,24/04/2020,b,0,661.2,3.1,0.468844525,
Spain,24/04/2020,b,10,1198.3,6.3,0.525744805,
Spain,24/04/2020,b,20,11148.6,44,0.394668389,
Spain,24/04/2020,b,30,19004,84.9,0.446748053,
Spain,24/04/2020,b,40,29801.9,243.6,0.817397548,
Spain,24/04/2020,b,50,36548,715.1,1.956605013,
Spain,24/04/2020,b,60,30892.2,1930,6.247531739,
Spain,24/04/2020,b,70,30140.9,5895.2,19.55880548,
Spain,24/04/2020,b,80,32036.5,9656.2,30.14124514,
Spain,24/04/2020,b,90,13822,4140.4,29.95514397,
Spain,24/04/2020,b,100,651.4,183.2,28.12404053,
Spain,25/03/2020,b,0,299.6,0,0,
Spain,25/03/2020,b,10,517.1,3.1,0.599497196,
Spain,25/03/2020,b,20,3308,12.3,0.371825877,
Spain,25/03/2020,b,30,5914,21.6,0.365235036,
Spain,25/03/2020,b,40,8638.1,58.6,0.678389924,
Spain,25/03/2020,b,50,9843.5,107.9,1.096154823,
Spain,25/03/2020,b,60,9240.8,351.5,3.803783222,
Spain,25/03/2020,b,70,9206.6,934.4,10.14924076,
Spain,25/03/2020,b,80,6985.8,1831.7,26.22033267,
Spain,25/03/2020,b,90,2156.6,740.9,34.35500325,
Spain,25/03/2020,b,100,77.9,27,34.65982028,
Spain,25/04/2020,b,0,675.5,3.2,0.473723168,
Spain,25/04/2020,b,10,1203,6.3,0.523690773,
Spain,25/04/2020,b,20,11247.6,44.3,0.393861802,
Spain,25/04/2020,b,30,19153.8,85.4,0.445864528,
Spain,25/04/2020,b,40,30045.6,245.1,0.815760045,
Spain,25/04/2020,b,50,36877.7,719.4,1.950772418,
Spain,25/04/2020,b,60,31145.2,2036.5,6.538728279,
Spain,25/04/2020,b,70,30366.3,5949.7,19.59310156,
Spain,25/04/2020,b,80,32322.6,9725.3,30.08823548,
Spain,25/04/2020,b,90,13940.5,4190.6,30.06061476,
Spain,25/04/2020,b,100,656.1,184.3,28.09023015,
Spain,26/03/2020,b,0,338.5,0,0,
Spain,26/03/2020,b,10,583.6,3.6,0.616860864,
Spain,26/03/2020,b,20,3761.4,14.2,0.377519009,
Spain,26/03/2020,b,30,6686.6,24.9,0.372386564,
Spain,26/03/2020,b,40,9804.6,67.5,0.688452359,
Spain,26/03/2020,b,50,11278.5,124.4,1.102983553,
Spain,26/03/2020,b,60,10535.9,422.9,4.013895348,
Spain,26/03/2020,b,70,10511.6,1133.7,10.78522775,
Spain,26/03/2020,b,80,7981,2160.7,27.07304849,
Spain,26/03/2020,b,90,2486.5,874.2,35.1578524,
Spain,26/03/2020,b,100,90.9,32,35.20352035,
Spain,26/04/2020,b,0,673.4,3,0.445500446,
Spain,26/04/2020,b,10,1230.9,6,0.487448209,
Spain,26/04/2020,b,20,11363,32.8,0.288656165,
Spain,26/04/2020,b,30,19335.7,80.6,0.416845524,
Spain,26/04/2020,b,40,30282.6,253.7,0.837774828,
Spain,26/04/2020,b,50,37258,738.6,1.982393043,
Spain,26/04/2020,b,60,31068.7,2059.1,6.627570513,
Spain,26/04/2020,b,70,30251.8,5972.8,19.74361856,
Spain,26/04/2020,b,80,32908.4,9823.8,29.85195269,
Spain,26/04/2020,b,90,14408.2,4352.8,30.21057453,
Spain,26/04/2020,b,100,684.4,198,28.93045003,
Spain,27/03/2020,b,0,371.2,0,0,
Spain,27/03/2020,b,10,632.6,3.9,0.61650332,
Spain,27/03/2020,b,20,4166.7,15.8,0.379196966,
Spain,27/03/2020,b,30,7531.1,27.6,0.366480328,
Spain,27/03/2020,b,40,11077.2,75,0.677066407,
Spain,27/03/2020,b,50,12819.3,146,1.138907741,
Spain,27/03/2020,b,60,11933.2,485.3,4.066805216,
Spain,27/03/2020,b,70,11819.5,1353.4,11.45056897,
Spain,27/03/2020,b,80,8973.9,2533.3,28.22964374,
Spain,27/03/2020,b,90,2819.3,1012.7,35.9202639,
Spain,27/03/2020,b,100,104.1,37,35.54274736,
Spain,27/04/2020,b,0,679,3,0.441826215,
Spain,27/04/2020,b,10,1240.8,6,0.483558994,
Spain,27/04/2020,b,20,11459.1,33.1,0.2888534,
Spain,27/04/2020,b,30,19469.6,82.6,0.42425114,
Spain,27/04/2020,b,40,30483.3,258.5,0.848005301,
Spain,27/04/2020,b,50,37473.2,746.8,1.992890919,
Spain,27/04/2020,b,60,31236.4,2084.2,6.672343804,
Spain,27/04/2020,b,70,30402,6028.8,19.83027432,
Spain,27/04/2020,b,80,33126.4,9949.3,30.03435327,
Spain,27/04/2020,b,90,14513.7,4427.8,30.50772718,
Spain,27/04/2020,b,100,689.4,202,29.30084131,
Spain,28/03/2020,b,0,324.7,0,0,
Spain,28/03/2020,b,10,564.7,2.4,0.425004427,
Spain,28/03/2020,b,20,4395.1,14.3,0.325362335,
Spain,28/03/2020,b,30,8106.4,23.9,0.294828777,
Spain,28/03/2020,b,40,12126.6,83.6,0.689393565,
Spain,28/03/2020,b,50,14328.9,176.8,1.233870011,
Spain,28/03/2020,b,60,13325,537.4,4.033020638,
Spain,28/03/2020,b,70,13201.1,1789,13.55190098,
Spain,28/03/2020,b,80,9594.9,2854.4,29.74913756,
Spain,28/03/2020,b,90,2738.8,1010.9,36.91032569,
Spain,28/03/2020,b,100,90.9,35.3,38.83388339,
Spain,28/04/2020,b,0,695.6,3,0.431282346,
Spain,28/04/2020,b,10,1265.6,6.1,0.481984829,
Spain,28/04/2020,b,20,11588.3,33.5,0.28908468,
Spain,28/04/2020,b,30,19699.6,83.7,0.424881723,
Spain,28/04/2020,b,40,30813.5,261.7,0.849303065,
Spain,28/04/2020,b,50,37873.1,759.2,2.004589009,
Spain,28/04/2020,b,60,31553.7,2119.3,6.716486498,
Spain,28/04/2020,b,70,30693,6122,19.94591601,
Spain,28/04/2020,b,80,33401.7,10133.9,30.33947374,
Spain,28/04/2020,b,90,14637.2,4543.8,31.0428224,
Spain,28/04/2020,b,100,695.8,209,30.03736706,
Spain,29/03/2020,b,0,349.8,0,0,
Spain,29/03/2020,b,10,607.3,2.6,0.428124485,
Spain,29/03/2020,b,20,4757.6,15.8,0.332100219,
Spain,29/03/2020,b,30,8830.4,26.4,0.298967204,
Spain,29/03/2020,b,40,13144.1,94.9,0.721996942,
Spain,29/03/2020,b,50,15495.7,205.6,1.326819698,
Spain,29/03/2020,b,60,14429.6,611.7,4.23920275,
Spain,29/03/2020,b,70,14233.3,2001.1,14.05928351,
Spain,29/03/2020,b,80,10322.2,3206,31.05927031,
Spain,29/03/2020,b,90,2928.5,1136.4,38.8048489,
Spain,29/03/2020,b,100,96.4,39.5,40.97510373,
Spain,29/04/2020,b,0,704,3,0.426136364,
Spain,29/04/2020,b,10,1276.1,7.4,0.579891858,
Spain,29/04/2020,b,20,11706.1,32.7,0.27934154,
Spain,29/04/2020,b,30,19839.6,81.7,0.411802657,
Spain,29/04/2020,b,40,31012.1,258.6,0.833868071,
Spain,29/04/2020,b,50,38095.6,777.1,2.039868121,
Spain,29/04/2020,b,60,31375.3,2147.2,6.843599902,
Spain,29/04/2020,b,70,30410.6,6120.5,20.12620599,
Spain,29/04/2020,b,80,33516.7,10217.2,30.48390802,
Spain,29/04/2020,b,90,14793.6,4677.6,31.61907852,
Spain,29/04/2020,b,100,705.4,220,31.18797845,
Spain,30/03/2020,b,0,398.2,2.5,0.627825213,
Spain,30/03/2020,b,10,668.8,2.5,0.373803828,
Spain,30/03/2020,b,20,5132.3,14.7,0.286421293,
Spain,30/03/2020,b,30,9624.8,31.9,0.331435458,
Spain,30/03/2020,b,40,14452.5,105.5,0.729977513,
Spain,30/03/2020,b,50,17200.8,242.9,1.412143621,
Spain,30/03/2020,b,60,15989.2,723.9,4.527431016,
Spain,30/03/2020,b,70,15817.3,2243,14.18067559,
Spain,30/03/2020,b,80,11671.9,3538.7,30.31811445,
Spain,30/03/2020,b,90,3350.2,1241.1,37.04554952,
Spain,30/03/2020,b,100,111,42.3,38.10810811,
Spain,30/04/2020,b,0,707.9,3,0.423788671,
Spain,30/04/2020,b,10,1290.6,7.4,0.573376724,
Spain,30/04/2020,b,20,11791.6,32.7,0.277316055,
Spain,30/04/2020,b,30,19993.1,83.3,0.416643742,
Spain,30/04/2020,b,40,31230.4,259,0.82932015,
Spain,30/04/2020,b,50,38412.8,781.3,2.033957431,
Spain,30/04/2020,b,60,31621,2171.4,6.866955504,
Spain,30/04/2020,b,70,30624.3,6177.7,20.17254272,
Spain,30/04/2020,b,80,33824.9,10309.1,30.47784325,
Spain,30/04/2020,b,90,15000.6,4771.3,31.80739437,
Spain,30/04/2020,b,100,718.8,227.7,31.67779633,
Spain,31/03/2020,b,0,425.9,2.7,0.633951632,
Spain,31/03/2020,b,10,724.4,2.7,0.372722253,
Spain,31/03/2020,b,20,5531.5,16,0.289252463,
Spain,31/03/2020,b,30,10349.6,37.3,0.360400402,
Spain,31/03/2020,b,40,15615.4,117.3,0.751181526,
Spain,31/03/2020,b,50,18576.8,269.2,1.449119332,
Spain,31/03/2020,b,60,17320.9,802.4,4.632553736,
Spain,31/03/2020,b,70,17186.2,2476.5,14.40981718,
Spain,31/03/2020,b,80,12650.3,3894.7,30.78741216,
Spain,31/03/2020,b,90,3634.3,1386,38.13664254,
Spain,31/03/2020,b,100,120.8,48.2,39.90066225,
